TCID,ChEBI_ID_desc
2.A.39.3.15,"CHEBI13761;allantoinCHEBI9882;uracilCHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trione"
2.A.21.5.5,CHEBI9175;sodium(1+)CHEBI15361;pyruvateCHEBI24996;lactateCHEBI17968;butyrateCHEBI32544;nicotinate
2.A.6.5.2,CHEBI6030;isoniazide
9.B.185.1.2,CHEBI25367;molecule
5.A.1.5.2,CHEBI10545;electron
2.A.4.4.7,CHEBI49807;lead(2+)
3.D.1.5.1,CHEBI5584;hydron
3.A.1.205.21,CHEBI35186;terpeneCHEBI9053;sclareolCHEBI25212;metabolite
1.A.8.13.5,CHEBI5585;water
1.A.6.2.5,CHEBI9175;sodium(1+)
1.A.8.11.5,CHEBI5585;water
3.A.1.11.2,CHEBI8650;putrescine
2.A.1.1.49,CHEBI9840;UDP-sugar
2.A.1.1.120,CHEBI10601;myo-inositol
2.A.123.1.9,CHEBI6668;maltoseCHEBI5418;glucose
2.A.66.1.31,CHEBI3717;ciprofloxacin
2.A.33.1.2,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)CHEBI5584;hydron
1.C.61.1.1,CHEBI25367;molecule
1.C.115.1.3,CHEBI25367;molecule
1.A.4.6.3,CHEBI3473;cation
1.B.60.1.1,CHEBI3473;cation
2.A.38.4.3,CHEBI8345;potassium(1+)
2.C.1.2.1,CHEBI8150;phospholipid
2.A.1.49.7,CHEBI37550;sphingosine 1-phosphate
2.A.37.2.4,CHEBI30143;lithium(1+)CHEBI9175;sodium(1+)CHEBI5584;hydron
2.A.1.19.12,CHEBI17126;carnitineCHEBI6202;(R)-carnitine
2.A.123.4.1,CHEBI9840;UDP-sugar
3.A.3.6.25,CHEBI3290;cadmium(2+)CHEBI23337;cobalt(2+)CHEBI10113;zinc(2+)
2.A.1.1.131,CHEBI10601;myo-inositolCHEBI17268;myo-inositol
1.A.85.1.2,CHEBI25367;molecule
3.D.3.5.3,CHEBI5584;hydron
2.A.5.4.18,CHEBI27365;zinc ion
2.A.120.1.12,CHEBI9175;sodium(1+)CHEBI2539;alanine
9.B.1.2.3,CHEBI62896;dimethylallyl-UTP
1.A.114.1.1,CHEBI3616;chlorideCHEBI22563;anion
2.A.1.49.2,CHEBI37550;sphingosine 1-phosphateCHEBI37550;sphingosine 1-phosphate
3.D.4.10.2,CHEBI5584;hydron
2.A.6.6.12,CHEBI3659;cholesterol
3.A.1.208.14,CHEBI35218;anthocyanin cationCHEBI26130;biological pigment
4.A.3.2.1,CHEBI50668;N-acetyl-beta-D-glucosaminyl-(1-4)-N-acetyl-aldehydo-D-glucosamineCHEBI3522;cellobiose
1.A.72.1.1,CHEBI5714;mercury(2+)
2.A.6.3.9,CHEBI29681;surfactin
1.B.14.2.8,CHEBI5656;deoxyhemoglobinCHEBI24493;hemin
9.A.40.1.2,CHEBI23337;cobalt(2+)
1.A.77.3.8,CHEBI3473;cation
1.B.18.3.1,CHEBI60963;colanic acid
3.A.15.1.1,CHEBI36080;protein
1.E.42.1.5,CHEBI8526;protein polypeptide chain
2.A.1.13.1,CHEBI30031;succinate(2-)CHEBI3407;monocarboxylic acid anionCHEBI13704;acetateCHEBI28240;dichloroacetateCHEBI13705;acetoacetateCHEBI15361;pyruvateCHEBI15740;formateCHEBI24996;lactateCHEBI17968;butyrateCHEBI15741;succinic acidCHEBI50613;(S)-2-hydroxybutyric acidCHEBI20067;3-hydroxybutyric acidCHEBI25351;mevalonic acidCHEBI131461;3-bromopyruvic acidCHEBI8718;(+)-artemisinin
2.A.49.1.4,CHEBI3731;chloride
2.A.18.6.9,CHEBI2643;arginine
2.A.36.2.3,CHEBI5584;hydronCHEBI3473;cation
3.A.3.25.2,CHEBI3473;cation
2.A.123.1.10,CHEBI5418;glucoseCHEBI5256;galactose
2.A.6.1.11,CHEBI25213;metal cation
3.A.1.201.35,CHEBI22676;auxin
2.A.7.3.66,CHEBI2642;alpha-amino acid
2.A.1.57.3,CHEBI10113;zinc(2+)CHEBI5974;iron atom
3.A.1.210.2,CHEBI60836;phytochelatinCHEBI60836;phytochelatin
1.A.1.5.18,CHEBI3473;cation
2.A.1.13.25,CHEBI60311;thyroid hormone
3.A.3.2.17,CHEBI3308;calcium(2+)
4.A.5.1.4,CHEBI5251;galactitol
1.B.60.1.6,CHEBI25367;molecule
2.A.85.1.2,CHEBI17879;4-hydroxybenzoate
2.A.66.1.57,CHEBI35218;anthocyanin cationCHEBI47916;flavonoid
3.E.1.4.4,CHEBI5584;hydron
1.C.2.1.5,CHEBI25367;molecule
3.A.31.3.6,CHEBI22908;borate
2.A.4.7.7,CHEBI29035;manganese(2+)CHEBI5584;hydron
2.A.125.1.3,CHEBI8843;riboflavin
3.A.1.15.21,CHEBI29035;manganese(2+)
1.C.123.1.7,CHEBI69437;orobol
1.C.21.1.5,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
2.A.7.11.10,CHEBI67119;UDP-alpha-D-galactose
2.A.28.3.7,CHEBI3308;calcium(2+)
2.A.3.9.3,CHEBI2642;alpha-amino acid
1.A.25.1.12,CHEBI25367;molecule
2.A.1.44.1,CHEBI6255;L-isoleucineCHEBI6321;L-valineCHEBI6260;L-leucineCHEBI6282;L-phenylalanine
2.A.21.5.2,CHEBI9175;sodium(1+)CHEBI83088;(R)-lipoateCHEBI14739;pantothenateCHEBI3108;biotin
2.A.127.1.2,CHEBI3411;cardiolipin
3.A.1.15.11,CHEBI10113;zinc(2+)
1.A.23.4.17,CHEBI24870;ion
1.B.21.1.4,CHEBI25367;molecule
3.B.1.1.5,CHEBI9175;sodium(1+)
2.A.16.5.1,CHEBI22563;anion
2.A.1.35.2,CHEBI134400;cationic peptidyl group
9.A.8.1.2,CHEBI34754;iron(2+)
3.A.10.1.19,CHEBI5584;hydronCHEBI18361;diphosphate(4-)CHEBI18361;diphosphate(4-)
2.A.1.3.59,CHEBI35190;diterpeneCHEBI23765;quinolone
3.A.1.2.28,CHEBI8843;riboflavin
2.A.6.1.18,CHEBI23337;cobalt(2+)CHEBI25517;nickel(2+)
1.B.14.16.1,CHEBI25367;molecule
1.A.53.1.3,CHEBI24870;ion
1.A.87.2.3,CHEBI3308;calcium(2+)
3.A.1.203.3,CHEBI6528;long-chain fatty acid
2.A.123.1.23,CHEBI5172;fructose
9.A.29.3.3,CHEBI9116;serine
1.C.137.1.9,CHEBI25367;molecule
3.A.3.8.28,CHEBI16247;phospholipid
3.A.1.128.10,CHEBI14911;protein
3.D.3.5.5,CHEBI5584;hydron
2.A.31.2.11,CHEBI9175;sodium(1+)CHEBI5589;hydrogencarbonate
3.A.1.1.47,CHEBI5182;fucose
2.A.92.1.10,CHEBI3665;choline
2.A.1.1.2,CHEBI4265;aldehydo-D-xyloseCHEBI22599;arabinoseCHEBI6181;L-arabinopyranoseCHEBI4139;D-galactopyranose
2.A.57.1.1,CHEBI5295;gemcitabineCHEBI33838;nucleosideCHEBI18282;nucleobase
1.B.39.1.9,CHEBI25367;molecule
2.A.1.8.18,CHEBI9175;sodium(1+)CHEBI71263;nitrate
9.B.82.1.1,CHEBI25213;metal cation
3.A.2.2.2,CHEBI9175;sodium(1+)
1.C.28.4.1,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
2.A.102.4.5,CHEBI9344;sulfurous acid
1.A.43.1.12,CHEBI17051;fluorideCHEBI41334;(R)-camphor
3.A.10.1.18,CHEBI5584;hydron
2.A.49.5.4,CHEBI3731;chloride
3.A.1.135.7,"CHEBI383703;3,6-diamino-10-methylacridinium chlorideCHEBI3717;ciprofloxacinCHEBI7629;norfloxacinCHEBI2496;doxorubicinCHEBI4330;daunorubicinCHEBI4713;doxycycline"
1.A.21.2.1,CHEBI4062;cytochrome c
9.B.13.1.2,CHEBI25367;molecule
1.A.12.1.7,CHEBI3731;chloride
2.A.38.3.3,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
1.B.25.1.24,CHEBI25367;molecule
3.A.5.6.1,CHEBI8526;protein polypeptide chain
1.B.29.1.2,CHEBI25367;molecule
1.H.2.1.2,CHEBI25367;molecule
2.A.5.4.2,CHEBI10113;zinc(2+)
2.A.23.2.7,CHEBI9175;sodium(1+)CHEBI29987;glutamate(2-)CHEBI29995;aspartate(2-)
2.A.28.1.9,CHEBI31696;indocyanine greenCHEBI9408;taurocholic acidCHEBI9150;simvastatinCHEBI3098;bile acidCHEBI36249;bile acid conjugateCHEBI9263;steroidCHEBI10074;xenobiotic
2.A.3.8.24,CHEBI29987;glutamate(2-)CHEBI29995;aspartate(2-)
1.G.15.1.4,CHEBI25367;molecule
2.A.6.6.7,CHEBI3659;cholesterol
1.B.14.1.33,CHEBI5651;ferroheme bCHEBI50385;hemin
1.A.9.1.16,CHEBI23058;cation
3.A.1.201.3,"CHEBI22868;bile saltCHEBI8128;1,2-diacyl-sn-glycero-3-phosphocholine(1+)CHEBI27375;vincaleukoblastineCHEBI7887;paclitaxelCHEBI26666;short-chain fatty acidCHEBI4551;digoxin"
1.C.19.1.5,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
2.A.1.2.43,CHEBI8301;polyamine macromoleculeCHEBI3139;bleomycin A2CHEBI8719;quinidineCHEBI3722;cisplatin
1.B.3.1.11,CHEBI25367;molecule
1.A.69.3.3,CHEBI3473;cation
3.A.1.205.31,CHEBI4825;ergosterolCHEBI26768;steroid
3.A.3.1.7,CHEBI8345;potassium(1+)CHEBI5584;hydron
2.A.1.3.65,CHEBI9688;trichodermin
4.D.3.1.14,CHEBI3529;(1-4)-beta-D-glucan
1.G.3.1.2,CHEBI25367;molecule
1.A.56.1.4,CHEBI49551;copper(1+)
1.B.31.1.3,CHEBI25367;molecule
9.A.19.1.1,CHEBI24410;glycosylphosphatidylinositol
2.A.23.3.1,CHEBI9175;sodium(1+)CHEBI4050;cysteineCHEBI16857;L-threonineCHEBI2539;alanineCHEBI9116;serine
2.A.66.9.1,CHEBI18361;diphosphate(4-)CHEBI2359;ATP
2.A.7.10.3,CHEBI9823;UDP-N-acetyl-alpha-D-glucosamine
1.A.30.2.4,CHEBI5584;hydron
2.A.1.35.1,CHEBI443725;fosmidomycin
2.A.17.2.5,CHEBI25906;peptide
2.A.87.4.1,CHEBI8843;riboflavin
2.A.26.1.3,CHEBI5584;hydronCHEBI22918;branched-chain amino acid
4.A.1.1.4,"CHEBI10202;alpha,alpha-trehaloseCHEBI7893;6-O-alpha-D-glucopyranosyl-D-fructofuranoseCHEBI32528;turanose"
3.A.1.210.8,CHEBI34754;iron(2+)CHEBI25213;metal cationCHEBI57925;glutathionate(1-)CHEBI60210;precursor Z hydrate
2.A.53.3.8,CHEBI5589;hydrogencarbonateCHEBI9335;sulfate
1.B.8.1.1,CHEBI22563;anion
3.A.1.26.10,CHEBI5140;folic acid
1.B.61.1.1,CHEBI25367;molecule
1.C.103.1.2,CHEBI25367;molecule
2.A.53.2.17,CHEBI3731;chlorideCHEBI5946;iodideCHEBI22563;anionCHEBI5589;hydrogencarbonateCHEBI23419;cyanateCHEBI18022;thiocyanateCHEBI22695;base
1.A.77.1.8,CHEBI3308;calcium(2+)CHEBI6635;magnesium(2+)
2.A.66.1.52,CHEBI27333;xenobiotic
2.A.6.2.29,CHEBI33601;safranin OCHEBI8682;pyronin YCHEBI8984;sodium dodecyl sulfateCHEBI8858;rifampicinCHEBI9731;trimethoprimCHEBI3603;chloramphenicolCHEBI10426;beta-lactamCHEBI7644;novobiocinCHEBI5201;fusidic acidCHEBI9474;tetracyclineCHEBI29696;tigecyclineCHEBI29697;triclosanCHEBI36420;acridineCHEBI87211;fluoroquinolone antibioticCHEBI4841;erythromycin A
2.A.1.2.11,CHEBI5584;hydronCHEBI25375;monoamine molecular messengerCHEBI2496;doxorubicin
1.A.8.5.1,CHEBI2846;arsenite(3-)CHEBI30297;antimoniteCHEBI5585;waterCHEBI5448;glycerol
2.A.55.2.4,CHEBI23337;cobalt(2+)CHEBI34754;iron(2+)CHEBI29035;manganese(2+)
2.A.123.1.11,CHEBI9840;UDP-sugar
8.A.165.1.1,CHEBI14911;protein
2.A.6.4.1,CHEBI5584;hydronCHEBI8526;protein polypeptide chain
4.D.3.1.8,CHEBI24403;glycosyl group
3.A.3.1.8,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
1.C.37.1.4,CHEBI25367;molecule
1.A.17.1.9,CHEBI3731;chloride
5.A.3.5.1,CHEBI10545;electron
1.B.46.1.3,CHEBI6495;lipoprotein
1.B.31.1.6,CHEBI25367;molecule
3.A.1.134.4,CHEBI2970;bacitracin
2.A.46.1.6,CHEBI16150;benzoate
2.A.64.4.1,CHEBI8526;protein polypeptide chain
1.B.6.8.1,CHEBI25367;molecule
2.A.123.1.1,CHEBI9840;UDP-sugar
2.A.1.7.7,CHEBI9806;UDP-2-deoxyglucoseCHEBI5418;glucoseCHEBI5256;galactoseCHEBI14575;mannose
2.A.1.14.18,CHEBI5584;hydronCHEBI14739;pantothenate
3.A.1.104.1,CHEBI9431;teichoic acid
9.B.40.1.3,CHEBI8526;protein polypeptide chainCHEBI4291;deoxyribonucleic acid
2.A.48.1.1,CHEBI5140;folic acid
1.A.10.1.25,CHEBI39124;calcium ionCHEBI23058;cation
1.B.69.1.3,CHEBI25367;molecule
2.A.1.8.13,CHEBI7585;nitriteCHEBI71263;nitrate
2.A.6.2.25,CHEBI3603;chloramphenicolCHEBI23888;drug
1.B.37.1.1,CHEBI25367;molecule
3.A.1.105.8,CHEBI35191;triterpeneCHEBI4648;hop-22(29)-ene
1.A.1.5.23,CHEBI9175;sodium(1+)
2.A.118.1.2,CHEBI28965;dicarboxylic acid dianion
3.A.3.8.22,CHEBI16247;phospholipid
2.A.1.1.44,CHEBI5709;hexose
5.B.7.1.1,CHEBI10545;electron
2.A.121.1.1,CHEBI9335;sulfate
2.A.111.1.2,CHEBI30143;lithium(1+)CHEBI9175;sodium(1+)CHEBI24636;proton
1.C.52.1.33,CHEBI24870;ion
2.A.88.10.1,CHEBI30637;thiazole
1.B.8.7.1,CHEBI25367;molecule
4.A.6.1.4,CHEBI7201;N-acetylgalactosamine
1.A.14.4.1,CHEBI3473;cation
3.A.5.5.1,CHEBI8526;protein polypeptide chain
2.A.25.1.9,CHEBI5460;glycineCHEBI2539;alanineCHEBI22653;asparagineCHEBI5432;glutamine
1.A.11.4.4,CHEBI7434;ammoniaCHEBI6864;methylamineCHEBI3283;carbon dioxide
3.A.1.210.15,CHEBI53720;poly(sulfide) macromolecule
3.E.1.5.1,CHEBI5584;hydron
2.A.57.2.10,CHEBI16708;adenineCHEBI33838;nucleosideCHEBI17368;hypoxanthineCHEBI17712;9H-xanthineCHEBI18282;nucleobaseCHEBI45081;pentamidine
9.A.54.1.1,CHEBI30411;cobalamin
1.C.64.1.2,CHEBI25367;molecule
1.A.4.5.14,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)CHEBI60270;caesium ion
2.A.1.2.49,CHEBI9474;tetracyclineCHEBI27902;tetracycline
1.C.33.1.7,CHEBI25367;molecule
1.A.1.12.1,CHEBI8345;potassium(1+)
3.A.1.208.43,CHEBI2844;arsenate(3-)
2.A.1.2.24,CHEBI3603;chloramphenicolCHEBI87211;fluoroquinolone antibiotic
1.B.8.1.6,CHEBI22563;anion
2.A.39.3.1,CHEBI2594;allantoin
1.B.27.1.4,CHEBI25367;molecule
2.A.60.1.8,"CHEBI22563;anionCHEBI23899;icosanoidCHEBI3098;bile acidCHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trioneCHEBI24621;hormoneCHEBI27026;toxin"
9.A.70.1.1,CHEBI4984;fatty acid
1.B.22.5.2,CHEBI33839;macromolecule
2.A.7.16.1,CHEBI64608;GDP-fucose
1.C.102.1.1,CHEBI25367;molecule
2.A.47.5.3,CHEBI30031;succinate(2-)CHEBI29806;fumarate(2-)
2.A.1.3.33,CHEBI2446;actinomycin DCHEBI7644;novobiocinCHEBI45745;streptomycin
1.C.46.2.1,CHEBI3473;cation
2.A.1.1.86,CHEBI5418;glucose
4.A.3.1.3,CHEBI6353;alpha-lactose
1.C.36.5.1,CHEBI8526;protein polypeptide chain
3.D.10.1.2,CHEBI30031;succinate(2-)CHEBI42511;fumarate(2-)
2.A.69.1.7,CHEBI22676;auxin
2.A.1.1.72,"CHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trione"
1.C.38.1.14,CHEBI25367;molecule
2.A.36.7.9,CHEBI9175;sodium(1+)CHEBI5584;hydron
4.A.3.1.1,CHEBI6353;alpha-lactose
2.A.1.1.52,CHEBI5418;glucose
2.A.1.3.17,CHEBI9731;trimethoprim
1.B.1.1.25,CHEBI22563;anion
1.A.4.9.7,CHEBI3308;calcium(2+)CHEBI36915;inorganic cation
1.A.43.3.3,CHEBI17051;fluoride
1.A.59.1.2,CHEBI24870;ion
2.A.89.3.5,CHEBI34754;iron(2+)
1.B.17.3.8,CHEBI25367;molecule
1.A.8.10.10,CHEBI5585;water
9.B.1.2.5,CHEBI62896;dimethylallyl-UTP
2.A.95.1.7,CHEBI2642;alpha-amino acid
1.A.7.1.7,CHEBI3473;cation
1.A.43.2.5,CHEBI17051;fluoride
1.A.1.30.1,CHEBI17996;chloride
2.A.1.6.11,CHEBI13704;acetateCHEBI29805;glycolateCHEBI15361;pyruvateCHEBI24996;lactateCHEBI377;(S)-2-halocarboxylic acid
3.A.1.139.2,CHEBI34754;iron(2+)
2.A.27.2.2,CHEBI9175;sodium(1+)CHEBI29987;glutamate(2-)
1.B.77.1.5,CHEBI25367;molecule
1.A.56.1.5,CHEBI23380;copper(2+)
1.A.1.14.7,CHEBI9175;sodium(1+)
2.A.40.3.1,CHEBI10059;9H-xanthine
1.C.59.1.1,CHEBI25367;molecule
1.A.9.1.3,CHEBI24870;ion
2.A.102.2.11,CHEBI9344;sulfurous acid
1.A.7.1.4,CHEBI3473;cation
1.A.28.1.3,"CHEBI3084;bethanecholCHEBI9888;ureaCHEBI44383;N-methyl ureaCHEBI80472;N,N'-dimethylureaCHEBI35015;thioureaCHEBI5143;formamideCHEBI7438;N-methylformamideCHEBI2441;acrylamideCHEBI2385;acetamide"
3.A.2.2.3,CHEBI5584;hydron
1.B.1.1.15,CHEBI8984;sodium dodecyl sulfateCHEBI3473;cationCHEBI10427;beta-lactam antibiotic
1.A.64.5.4,CHEBI24870;ion
1.A.23.4.16,CHEBI24870;ion
3.A.1.208.13,CHEBI23447;cyclic nucleotideCHEBI48103;dinucleotide analogueCHEBI46245;coenzyme Q10CHEBI10101;zalcitabineCHEBI60783;nucleoside analogue
3.A.1.2.8,CHEBI40646;autoinducer-2
4.A.6.1.16,CHEBI14575;mannose
9.B.153.3.17,CHEBI25367;molecule
3.A.20.1.1,CHEBI8526;protein polypeptide chain
9.A.76.1.1,CHEBI27208;unsaturated fatty acid
1.B.23.1.13,CHEBI25367;molecule
4.D.2.1.6,CHEBI24403;glycosyl group
2.A.88.1.9,CHEBI3108;biotin
2.A.37.4.7,CHEBI5584;hydronCHEBI3473;cation
1.A.2.1.3,CHEBI8345;potassium(1+)CHEBI33495;rubidium(1+)CHEBI45725;spermine(4+)
2.A.66.4.1,CHEBI15946;keto-D-fructose 6-phosphate
1.A.9.9.1,CHEBI24870;ion
1.C.62.1.4,CHEBI25367;molecule
2.A.3.10.26,CHEBI2642;alpha-amino acid
2.A.1.50.2,CHEBI3473;cation
3.A.1.3.2,CHEBI5432;glutamine
1.A.1.4.11,CHEBI8345;potassium(1+)
1.A.39.1.3,CHEBI5584;hydron
2.A.1.3.71,CHEBI23888;drug
1.A.7.1.10,CHEBI24870;ion
2.A.6.3.11,CHEBI33281;antimicrobial agent
2.A.6.9.2,CHEBI9175;sodium(1+)CHEBI8526;protein polypeptide chain
5.A.3.2.1,CHEBI10545;electron
2.A.40.7.6,CHEBI2470;adenine
1.A.17.1.18,CHEBI8345;potassium(1+)CHEBI6486;lipid
9.B.142.2.9,CHEBI22599;arabinose
1.C.106.1.3,CHEBI25367;molecule
2.A.1.2.64,CHEBI8301;polyamine macromoleculeCHEBI88061;polyamine
1.B.20.1.12,CHEBI8526;protein polypeptide chain
1.B.6.2.17,CHEBI25367;molecule
3.A.1.1.24,CHEBI5418;glucoseCHEBI14575;mannose
2.A.15.1.8,CHEBI9175;sodium(1+)CHEBI49432;5-hydroxyectoineCHEBI4756;ectoine
2.A.1.1.6,CHEBI10085;xyloseCHEBI5418;glucoseCHEBI5256;galactose
3.A.1.203.5,CHEBI5914;indole-3-butyric acidCHEBI6528;long-chain fatty acid
1.B.1.4.9,CHEBI25367;molecule
1.A.14.3.4,CHEBI24870;ion
2.A.58.1.5,CHEBI30143;lithium(1+)CHEBI9175;sodium(1+)CHEBI7793;phosphate(3-)
2.A.3.8.15,CHEBI4052;cystine
1.C.109.1.6,CHEBI25367;molecule
2.A.1.21.3,CHEBI9474;tetracyclineCHEBI27902;tetracycline
3.A.1.115.2,CHEBI26708;sodium atom
2.A.1.3.31,CHEBI3717;ciprofloxacinCHEBI7629;norfloxacin
1.C.14.1.6,CHEBI24870;ion
1.B.12.4.4,CHEBI8526;protein polypeptide chain
1.C.10.2.1,CHEBI25367;molecule
2.A.29.12.6,CHEBI3771;coenzyme A
1.G.13.2.2,CHEBI25367;molecule
1.B.42.1.10,CHEBI6494;lipopolysaccharide
1.A.53.1.8,CHEBI3473;cation
2.A.6.2.48,CHEBI6578;luteolinCHEBI3764;clotrimazole
2.A.6.5.15,CHEBI24024;fatty acid
2.A.53.1.9,CHEBI3731;chlorideCHEBI30623;oxalate(2-)CHEBI9335;sulfate
3.D.4.4.5,CHEBI5584;hydron
1.G.8.1.2,CHEBI25367;molecule
1.B.14.6.8,CHEBI25367;molecule
1.A.4.9.5,CHEBI39124;calcium ion
2.A.90.1.1,CHEBI8816;all-trans-retinol
1.B.4.2.12,CHEBI25367;molecule
1.B.6.2.15,CHEBI25367;molecule
1.C.52.1.32,CHEBI24870;ion
1.A.110.1.7,CHEBI24636;proton
1.A.19.1.1,CHEBI5584;hydron
1.A.83.1.1,CHEBI25367;molecule
3.D.10.1.6,CHEBI5584;hydron
3.A.3.10.9,CHEBI29035;manganese(2+)CHEBI3473;cation
2.A.29.20.3,CHEBI2356;adenosine 5'-monophosphateCHEBI2342;ADPCHEBI2359;ATP
2.A.5.4.17,CHEBI10113;zinc(2+)
2.A.122.2.6,CHEBI24347;glyceratesCHEBI29805;glycolate
3.A.10.1.5,CHEBI9175;sodium(1+)
2.A.108.1.8,CHEBI5974;iron atom
2.A.1.19.31,"CHEBI25696;organic anionCHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trione"
1.A.1.10.13,CHEBI9175;sodium(1+)
1.C.22.1.8,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
1.B.23.1.15,CHEBI25367;molecule
5.B.11.1.1,CHEBI10545;electron
1.A.70.1.1,CHEBI25367;molecule
2.A.7.3.1,CHEBI13704;acetate
2.A.123.1.7,CHEBI9840;UDP-sugar
1.A.33.1.2,CHEBI24870;ion
9.B.67.6.9,CHEBI8322;polysaccharide
1.C.4.7.3,CHEBI24870;ion
2.A.7.9.19,CHEBI7793;phosphate(3-)CHEBI4170;D-glucopyranose 6-phosphate
3.D.4.5.1,CHEBI5584;hydron
3.D.4.5.2,CHEBI5584;hydron
1.A.11.1.4,CHEBI7434;ammonia
3.A.1.106.14,CHEBI25051;lipid As
4.C.1.1.5,CHEBI4984;fatty acid
1.B.14.4.3,CHEBI25367;molecule
8.A.212.1.2,CHEBI23449;cyclic peptide
1.A.56.3.1,CHEBI49551;copper(1+)
1.A.10.2.1,CHEBI8345;potassium(1+)
1.A.8.8.22,CHEBI15377;water
1.C.16.1.2,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
1.A.35.5.6,CHEBI6635;magnesium(2+)
1.C.56.1.4,CHEBI25367;molecule
2.A.7.13.1,CHEBI84880;GDP-D-mannose
1.C.113.2.1,CHEBI25367;molecule
2.A.1.2.16,CHEBI5584;hydronCHEBI34905;paraquatCHEBI9218;spermidineCHEBI9219;spermineCHEBI8650;putrescineCHEBI43996;mitoguazone
3.A.3.6.12,CHEBI3290;cadmium(2+)CHEBI49807;lead(2+)CHEBI23337;cobalt(2+)CHEBI5714;mercury(2+)CHEBI25517;nickel(2+)CHEBI10113;zinc(2+)CHEBI5584;hydron
2.A.6.2.47,CHEBI23888;drug
2.A.130.1.1,CHEBI14911;protein
1.A.6.4.2,CHEBI9175;sodium(1+)
1.A.23.2.3,CHEBI25367;molecule
1.C.59.4.1,CHEBI25367;molecule
8.A.159.1.1,CHEBI14911;protein
1.B.47.1.2,CHEBI3473;cation
2.A.122.2.4,CHEBI24347;glyceratesCHEBI29805;glycolate
2.A.90.3.3,CHEBI4984;fatty acid
2.A.19.4.8,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
9.A.78.1.3,CHEBI8150;phospholipid
1.N.4.1.1,CHEBI25367;moleculeCHEBI33839;macromolecule
2.A.3.5.42,CHEBI29036;copper(2+)CHEBI23379;copper(1+)
1.A.3.2.14,CHEBI3308;calcium(2+)
1.A.75.1.7,CHEBI3473;cation
1.B.14.14.1,CHEBI9530;thiamine(1+)
1.B.70.1.13,CHEBI23380;copper(2+)
2.A.22.6.2,CHEBI9175;sodium(1+)
2.A.53.5.3,CHEBI6967;molybdate
1.A.4.5.13,CHEBI9175;sodium(1+)CHEBI29103;potassium(1+)CHEBI49847;rubidium(1+)
2.A.16.4.6,CHEBI22563;anion
3.A.1.6.4,CHEBI9929;vanadium oxoanion
1.B.42.1.7,CHEBI6494;lipopolysaccharide
1.B.72.1.4,CHEBI25367;molecule
2.A.123.1.4,CHEBI9840;UDP-sugar
2.A.1.16.9,CHEBI5651;ferroheme b
1.C.1.3.4,CHEBI24870;ion
2.A.37.1.4,CHEBI8345;potassium(1+)CHEBI5584;hydron
3.A.1.201.42,CHEBI63609;mefloquineCHEBI23888;drug
2.A.1.25.5,CHEBI10427;beta-lactam antibiotic
2.A.66.5.3,CHEBI8322;polysaccharide
9.A.57.1.3,CHEBI3308;calcium(2+)
2.A.40.3.3,"CHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trioneCHEBI10059;9H-xanthine"
3.D.9.1.1,CHEBI5584;hydron
3.B.1.1.2,CHEBI9175;sodium(1+)
2.A.37.2.1,CHEBI9175;sodium(1+)CHEBI5584;hydron
1.A.9.2.5,CHEBI24870;ionCHEBI23058;cation
1.B.4.2.5,CHEBI25367;molecule
1.A.63.1.1,CHEBI25367;molecule
8.A.172.2.1,CHEBI14911;protein
1.A.16.2.8,CHEBI15740;formateCHEBI16301;nitrite
1.B.59.1.10,CHEBI25367;molecule
9.B.28.1.9,CHEBI6668;maltose
1.C.111.1.10,CHEBI25367;molecule
2.A.5.1.8,CHEBI10113;zinc(2+)
1.A.1.20.8,CHEBI24870;ion
1.A.1.20.4,CHEBI8345;potassium(1+)
1.B.48.1.11,CHEBI25367;molecule
1.A.77.1.2,CHEBI3308;calcium(2+)CHEBI6635;magnesium(2+)
1.C.97.3.2,CHEBI25367;molecule
1.C.10.2.2,CHEBI25367;molecule
3.A.1.205.11,CHEBI2446;actinomycin DCHEBI29552;ceruleninCHEBI48080;brefeldin A
2.A.49.5.1,CHEBI5113;fluorideCHEBI3731;chlorideCHEBI22563;anionCHEBI71263;nitrateCHEBI18022;thiocyanate
1.G.20.2.2,CHEBI25367;molecule
9.B.13.1.1,CHEBI25367;molecule
2.A.41.2.11,CHEBI7647;nucleoside
2.A.19.9.2,CHEBI6635;magnesium(2+)
